tweet_id,favorites,retweets,created_at
867072653475098625,0,119,2017-05-23 17:40:04+00:00
867051520902168576,31685,7746,2017-05-23 16:16:06+00:00
866720684873056260,19712,4744,2017-05-22 18:21:28+00:00
866686824827068416,18961,3431,2017-05-22 16:06:55+00:00
866450705531457537,120267,34856,2017-05-22 00:28:40+00:00
866334964761202691,51674,14231,2017-05-21 16:48:45+00:00
866094527597207552,0,8266,2017-05-21 00:53:21+00:00
865718153858494464,25242,5560,2017-05-19 23:57:46+00:00
865359393868664832,26074,4955,2017-05-19 00:12:11+00:00
865006731092295680,27590,7602,2017-05-18 00:50:50+00:00
864873206498414592,31825,8628,2017-05-17 16:00:15+00:00
864279568663928832,14406,2999,2017-05-16 00:41:21+00:00
864197398364647424,29701,8848,2017-05-15 19:14:50+00:00
863907417377173506,20354,4091,2017-05-15 00:02:33+00:00
863553081350529029,15123,4149,2017-05-14 00:34:33+00:00
863471782782697472,0,2421,2017-05-13 19:11:30+00:00
863432100342583297,23509,5194,2017-05-13 16:33:49+00:00
863427515083354112,2221,96,2017-05-13 16:15:35+00:00
863079547188785154,8662,1093,2017-05-12 17:12:53+00:00
863062471531167744,8402,2421,2017-05-12 16:05:02+00:00
862831371563274240,18967,5072,2017-05-12 00:46:44+00:00
862722525377298433,16886,3505,2017-05-11 17:34:13+00:00
862457590147678208,20278,4931,2017-05-11 00:01:27+00:00
862096992088072192,73653,23125,2017-05-10 00:08:34+00:00
861383897657036800,35760,10652,2017-05-08 00:54:59+00:00
861288531465048066,17024,4139,2017-05-07 18:36:02+00:00
861005113778896900,16567,3784,2017-05-06 23:49:50+00:00
860981674716409858,0,2152,2017-05-06 22:16:42+00:00
860924035999428608,0,813,2017-05-06 18:27:40+00:00
860563773140209665,7451,2152,2017-05-05 18:36:06+00:00
860524505164394496,23427,5273,2017-05-05 16:00:04+00:00
860276583193509888,18180,3472,2017-05-04 23:34:55+00:00
860184849394610176,16547,5846,2017-05-04 17:30:24+00:00
860177593139703809,0,30859,2017-05-04 17:01:34+00:00
859924526012018688,19425,4076,2017-05-04 00:15:58+00:00
859851578198683649,15306,3513,2017-05-03 19:26:06+00:00
859607811541651456,18473,1573,2017-05-03 03:17:27+00:00
859196978902773760,89412,30255,2017-05-02 00:04:57+00:00
859074603037188101,33679,13655,2017-05-01 15:58:40+00:00
858860390427611136,0,8164,2017-05-01 01:47:28+00:00
858843525470990336,15470,3495,2017-05-01 00:40:27+00:00
858471635011153920,21417,4849,2017-04-30 00:02:42+00:00
858107933456039936,15666,2913,2017-04-28 23:57:28+00:00
857989990357356544,16061,2602,2017-04-28 16:08:49+00:00
857746408056729600,34158,10704,2017-04-28 00:00:54+00:00
857393404942143489,5894,1656,2017-04-27 00:38:11+00:00
857263160327368704,19984,4545,2017-04-26 16:00:39+00:00
857214891891077121,227,18,2017-04-26 12:48:51+00:00
857062103051644929,0,171,2017-04-26 02:41:43+00:00
857029823797047296,18918,4043,2017-04-26 00:33:27+00:00
856543823941562368,16258,2910,2017-04-24 16:22:16+00:00
856526610513747968,11854,1903,2017-04-24 15:13:52+00:00
856330835276025856,0,682,2017-04-24 02:15:55+00:00
856288084350160898,519,17,2017-04-23 23:26:03+00:00
856282028240666624,27741,6394,2017-04-23 23:01:59+00:00
855862651834028034,345,26,2017-04-22 19:15:32+00:00
855860136149123072,5010,1040,2017-04-22 19:05:32+00:00
855857698524602368,11885,2139,2017-04-22 18:55:51+00:00
855851453814013952,45640,18001,2017-04-22 18:31:02+00:00
855818117272018944,26688,5514,2017-04-22 16:18:34+00:00
855459453768019968,29979,8334,2017-04-21 16:33:22+00:00
855245323840757760,0,6072,2017-04-21 02:22:29+00:00
855138241867124737,0,46,2017-04-20 19:16:59+00:00
854732716440526848,22962,6209,2017-04-19 16:25:34+00:00
854482394044301312,29469,6995,2017-04-18 23:50:52+00:00
854365224396361728,19006,4770,2017-04-18 16:05:17+00:00
854120357044912130,32200,7629,2017-04-17 23:52:16+00:00
854010172552949760,16304,3215,2017-04-17 16:34:26+00:00
853760880890318849,28809,5896,2017-04-17 00:03:50+00:00
853639147608842240,35106,10366,2017-04-16 16:00:07+00:00
853299958564483072,15648,3638,2017-04-15 17:32:18+00:00
852936405516943360,0,2058,2017-04-14 17:27:40+00:00
852912242202992640,9163,1883,2017-04-14 15:51:39+00:00
852672615818899456,15099,2207,2017-04-13 23:59:28+00:00
852553447878664193,16516,3599,2017-04-13 16:05:56+00:00
852311364735569921,33520,10150,2017-04-13 00:03:59+00:00
852226086759018497,20251,6978,2017-04-12 18:25:07+00:00
852189679701164033,11605,1626,2017-04-12 16:00:27+00:00
851953902622658560,0,9914,2017-04-12 00:23:33+00:00
851861385021730816,0,22,2017-04-11 18:15:55+00:00
851591660324737024,16448,3566,2017-04-11 00:24:08+00:00
851464819735769094,24596,7279,2017-04-10 16:00:07+00:00
851224888060895234,20970,5897,2017-04-10 00:06:42+00:00
850753642995093505,31433,9533,2017-04-08 16:54:09+00:00
850380195714523136,13287,2697,2017-04-07 16:10:12+00:00
850333567704068097,3497,347,2017-04-07 13:04:55+00:00
850145622816686080,16598,3939,2017-04-07 00:38:06+00:00
850019790995546112,20798,5043,2017-04-06 16:18:05+00:00
849776966551130114,31008,7853,2017-04-06 00:13:11+00:00
849668094696017920,0,5110,2017-04-05 17:00:34+00:00
849412302885593088,16173,3246,2017-04-05 00:04:08+00:00
849336543269576704,11614,1956,2017-04-04 19:03:06+00:00
849051919805034497,43230,8792,2017-04-04 00:12:06+00:00
848690551926992896,25688,4464,2017-04-03 00:16:10+00:00
848324959059550208,25245,4758,2017-04-02 00:03:26+00:00
848213670039564288,8343,772,2017-04-01 16:41:12+00:00
848212111729840128,16656,3171,2017-04-01 16:35:01+00:00
847978865427394560,0,3369,2017-04-01 01:08:10+00:00
847971574464610304,0,442,2017-04-01 00:39:12+00:00
847962785489326080,23998,5275,2017-04-01 00:04:17+00:00
847842811428974592,5566,1380,2017-03-31 16:07:33+00:00
847617282490613760,7135,439,2017-03-31 01:11:22+00:00
847606175596138505,19182,3532,2017-03-31 00:27:14+00:00
847251039262605312,20907,4444,2017-03-30 00:56:03+00:00
847157206088847362,20370,6074,2017-03-29 18:43:12+00:00
847116187444137987,21878,3313,2017-03-29 16:00:12+00:00
846874817362120707,20524,4072,2017-03-29 00:01:05+00:00
846514051647705089,45667,12049,2017-03-28 00:07:32+00:00
846505985330044928,14435,3191,2017-03-27 23:35:28+00:00
846153765933735936,32430,9439,2017-03-27 00:15:53+00:00
846139713627017216,31667,10311,2017-03-26 23:20:02+00:00
846042936437604353,16381,3004,2017-03-26 16:55:29+00:00
845812042753855489,30006,9093,2017-03-26 01:38:00+00:00
845677943972139009,25774,4967,2017-03-25 16:45:08+00:00
845397057150107648,7825,1876,2017-03-24 22:08:59+00:00
845306882940190720,23926,5615,2017-03-24 16:10:40+00:00
845098359547420673,0,7975,2017-03-24 02:22:04+00:00
844979544864018432,13959,2676,2017-03-23 18:29:57+00:00
844973813909606400,15496,3346,2017-03-23 18:07:10+00:00
844580511645339650,16919,3274,2017-03-22 16:04:20+00:00
844223788422217728,13991,2294,2017-03-21 16:26:50+00:00
843981021012017153,15550,3057,2017-03-21 00:22:10+00:00
843856843873095681,22014,4832,2017-03-20 16:08:44+00:00
843604394117681152,17341,2878,2017-03-19 23:25:35+00:00
843235543001513987,22110,6311,2017-03-18 22:59:54+00:00
842846295480000512,15649,3774,2017-03-17 21:13:10+00:00
842765311967449089,6945,1336,2017-03-17 15:51:22+00:00
842535590457499648,18605,3663,2017-03-17 00:38:32+00:00
842163532590374912,25166,6072,2017-03-16 00:00:07+00:00
842115215311396866,14393,3177,2017-03-15 20:48:07+00:00
841833993020538882,0,16011,2017-03-15 02:10:39+00:00
841680585030541313,26397,8116,2017-03-14 16:01:03+00:00
841439858740625411,12998,3855,2017-03-14 00:04:30+00:00
841320156043304961,20365,5715,2017-03-13 16:08:50+00:00
841314665196081154,16283,4904,2017-03-13 15:47:01+00:00
841077006473256960,23546,5555,2017-03-13 00:02:39+00:00
840761248237133825,0,1842,2017-03-12 03:07:56+00:00
840728873075638272,0,16924,2017-03-12 00:59:17+00:00
840698636975636481,182,2,2017-03-11 22:59:09+00:00
840696689258311684,12653,1031,2017-03-11 22:51:24+00:00
840632337062862849,9247,1842,2017-03-11 18:35:42+00:00
840370681858686976,16963,4771,2017-03-11 01:15:58+00:00
840268004936019968,19867,6010,2017-03-10 18:27:58+00:00
839990271299457024,13824,2404,2017-03-10 00:04:21+00:00
839549326359670784,28352,8164,2017-03-08 18:52:12+00:00
839290600511926273,0,148,2017-03-08 01:44:07+00:00
839239871831150596,28073,6870,2017-03-07 22:22:32+00:00
838952994649550848,20247,4180,2017-03-07 03:22:35+00:00
838921590096166913,11525,2174,2017-03-07 01:17:48+00:00
838916489579200512,0,36,2017-03-07 00:57:32+00:00
838831947270979586,0,11614,2017-03-06 19:21:35+00:00
838561493054533637,11283,1391,2017-03-06 01:26:54+00:00
838476387338051585,23293,5052,2017-03-05 19:48:43+00:00
838201503651401729,0,10598,2017-03-05 01:36:26+00:00
838150277551247360,1738,350,2017-03-04 22:12:52+00:00
838085839343206401,146,1,2017-03-04 17:56:49+00:00
838083903487373313,18191,3322,2017-03-04 17:49:08+00:00
837820167694528512,35314,8266,2017-03-04 00:21:08+00:00
837482249356513284,3962,462,2017-03-03 01:58:22+00:00
837471256429613056,13210,2398,2017-03-03 01:14:41+00:00
837366284874571778,21873,5581,2017-03-02 18:17:34+00:00
837110210464448512,16577,2506,2017-03-02 01:20:01+00:00
836989968035819520,13141,2417,2017-03-01 17:22:13+00:00
836753516572119041,19921,4862,2017-03-01 01:42:39+00:00
836677758902222849,13033,2337,2017-02-28 20:41:37+00:00
836648853927522308,0,574,2017-02-28 18:46:45+00:00
836397794269200385,0,29191,2017-02-28 02:09:08+00:00
836380477523124226,15260,3135,2017-02-28 01:00:19+00:00
836260088725786625,22010,4517,2017-02-27 17:01:56+00:00
836001077879255040,19748,4515,2017-02-26 23:52:43+00:00
835685285446955009,0,8583,2017-02-26 02:57:52+00:00
835574547218894849,18421,3814,2017-02-25 19:37:50+00:00
835536468978302976,0,1798,2017-02-25 17:06:32+00:00
835309094223372289,0,22174,2017-02-25 02:03:02+00:00
835297930240217089,17009,3165,2017-02-25 01:18:40+00:00
835264098648616962,7991,1798,2017-02-24 23:04:14+00:00
835246439529840640,2175,76,2017-02-24 21:54:03+00:00
835172783151792128,27058,6059,2017-02-24 17:01:22+00:00
835152434251116546,23258,3187,2017-02-24 15:40:31+00:00
834931633769889797,11204,1742,2017-02-24 01:03:08+00:00
834786237630337024,21974,5818,2017-02-23 15:25:23+00:00
834574053763584002,14161,2676,2017-02-23 01:22:14+00:00
834477809192075265,0,11279,2017-02-22 18:59:48+00:00
834458053273591808,9950,1776,2017-02-22 17:41:18+00:00
834209720923721728,21338,5042,2017-02-22 01:14:30+00:00
834167344700198914,16354,3849,2017-02-21 22:26:07+00:00
834089966724603904,10410,2248,2017-02-21 17:18:39+00:00
834086379323871233,13531,2341,2017-02-21 17:04:24+00:00
833863086058651648,13902,2530,2017-02-21 02:17:06+00:00
833826103416520705,18671,3943,2017-02-20 23:50:09+00:00
833732339549220864,0,227,2017-02-20 17:37:34+00:00
833722901757046785,21498,3397,2017-02-20 17:00:04+00:00
833479644947025920,15387,2176,2017-02-20 00:53:27+00:00
833124694597443584,20954,5110,2017-02-19 01:23:00+00:00
832998151111966721,13774,2343,2017-02-18 17:00:10+00:00
832769181346996225,0,39,2017-02-18 01:50:19+00:00
832757312314028032,17450,3830,2017-02-18 01:03:09+00:00
832682457690300417,12322,3099,2017-02-17 20:05:43+00:00
832645525019123713,3032,550,2017-02-17 17:38:57+00:00
832636094638288896,16437,2941,2017-02-17 17:01:29+00:00
832397543355072512,12377,2348,2017-02-17 01:13:34+00:00
832369877331693569,17821,3369,2017-02-16 23:23:38+00:00
832273440279240704,11742,2462,2017-02-16 17:00:25+00:00
832215909146226688,0,6561,2017-02-16 13:11:49+00:00
832215726631055365,0,9926,2017-02-16 13:11:05+00:00
832088576586297345,68,2,2017-02-16 04:45:50+00:00
832040443403784192,0,10265,2017-02-16 01:34:34+00:00
832032802820481025,18519,4927,2017-02-16 01:04:13+00:00
831939777352105988,24887,6489,2017-02-15 18:54:34+00:00
831926988323639298,354,35,2017-02-15 18:03:45+00:00
831911600680497154,28709,6913,2017-02-15 17:02:36+00:00
831670449226514432,10851,1923,2017-02-15 01:04:21+00:00
831650051525054464,7460,2058,2017-02-14 23:43:18+00:00
831552930092285952,9326,2430,2017-02-14 17:17:22+00:00
831322785565769729,9596,1626,2017-02-14 02:02:51+00:00
831315979191906304,6782,1187,2017-02-14 01:35:49+00:00
831309418084069378,12186,2592,2017-02-14 01:09:44+00:00
831262627380748289,12371,2167,2017-02-13 22:03:49+00:00
830956169170665475,8281,1582,2017-02-13 01:46:03+00:00
830583320585068544,69515,17842,2017-02-12 01:04:29+00:00
830173239259324417,0,6041,2017-02-10 21:54:58+00:00
830097400375152640,10207,3176,2017-02-10 16:53:37+00:00
829878982036299777,0,5345,2017-02-10 02:25:42+00:00
829861396166877184,12718,2081,2017-02-10 01:15:49+00:00
829501995190984704,32994,11279,2017-02-09 01:27:41+00:00
829449946868879360,10873,2147,2017-02-08 22:00:52+00:00
829374341691346946,36004,9914,2017-02-08 17:00:26+00:00
829141528400556032,25447,7865,2017-02-08 01:35:19+00:00
829011960981237760,55166,17232,2017-02-07 17:00:28+00:00
828801551087042563,0,3603,2017-02-07 03:04:22+00:00
828770345708580865,26592,6227,2017-02-07 01:00:22+00:00
828708714936930305,38068,11940,2017-02-06 20:55:28+00:00
828650029636317184,9888,1431,2017-02-06 17:02:17+00:00
828409743546925057,6577,1221,2017-02-06 01:07:28+00:00
828408677031882754,7989,1371,2017-02-06 01:03:14+00:00
828381636999917570,13135,2366,2017-02-05 23:15:47+00:00
828376505180889089,7685,1135,2017-02-05 22:55:23+00:00
828372645993398273,13067,3143,2017-02-05 22:40:03+00:00
828361771580813312,2289,179,2017-02-05 21:56:51+00:00
828046555563323392,12236,3047,2017-02-05 01:04:17+00:00
828011680017821696,10779,2282,2017-02-04 22:45:42+00:00
827933404142436356,20938,5557,2017-02-04 17:34:40+00:00
827653905312006145,16085,3199,2017-02-03 23:04:02+00:00
827600520311402496,7713,1008,2017-02-03 19:31:54+00:00
827324948884643840,16507,3256,2017-02-03 01:16:53+00:00
827199976799354881,11009,2388,2017-02-02 17:00:17+00:00
826958653328592898,22466,5345,2017-02-02 01:01:21+00:00
826848821049180160,37967,10884,2017-02-01 17:44:55+00:00
826615380357632002,0,4208,2017-02-01 02:17:19+00:00
826598799820865537,5320,268,2017-02-01 01:11:25+00:00
826598365270007810,10486,2500,2017-02-01 01:09:42+00:00
826476773533745153,19214,4477,2017-01-31 17:06:32+00:00
826240494070030336,13827,2760,2017-01-31 01:27:39+00:00
826204788643753985,5079,990,2017-01-30 23:05:46+00:00
826115272272650244,16331,3342,2017-01-30 17:10:04+00:00
825876512159186944,10909,1998,2017-01-30 01:21:19+00:00
825829644528148480,13278,2656,2017-01-29 22:15:05+00:00
825535076884762624,54431,18340,2017-01-29 02:44:34+00:00
825147591692263424,19102,4863,2017-01-28 01:04:51+00:00
825120256414846976,0,1365,2017-01-27 23:16:13+00:00
825026590719483904,6615,1365,2017-01-27 17:04:02+00:00
824796380199809024,0,5864,2017-01-27 01:49:15+00:00
824775126675836928,15608,3751,2017-01-27 00:24:48+00:00
824663926340194305,10528,1853,2017-01-26 17:02:56+00:00
824325613288833024,12318,11106,2017-01-25 18:38:36+00:00
824297048279236611,15741,4127,2017-01-25 16:45:05+00:00
824025158776213504,4994,627,2017-01-24 22:44:42+00:00
823939628516474880,11109,2897,2017-01-24 17:04:50+00:00
823719002937630720,0,11974,2017-01-24 02:28:08+00:00
823699002998870016,14536,2674,2017-01-24 01:08:40+00:00
823581115634085888,13604,2827,2017-01-23 17:20:14+00:00
823333489516937216,731,26,2017-01-23 00:56:15+00:00
823322678127919110,16444,4292,2017-01-23 00:13:17+00:00
823269594223824897,0,10511,2017-01-22 20:42:21+00:00
822975315408461824,18073,3684,2017-01-22 01:12:59+00:00
822872901745569793,138133,46863,2017-01-21 18:26:02+00:00
822859134160621569,13846,2441,2017-01-21 17:31:20+00:00
822647212903690241,0,6852,2017-01-21 03:29:14+00:00
822610361945911296,15463,3166,2017-01-21 01:02:48+00:00
822489057087389700,18996,6852,2017-01-20 17:00:46+00:00
822462944365645825,29672,15626,2017-01-20 15:17:01+00:00
822244816520155136,36596,10511,2017-01-20 00:50:15+00:00
822163064745328640,0,5133,2017-01-19 19:25:24+00:00
821886076407029760,11854,2502,2017-01-19 01:04:45+00:00
821813639212650496,0,3579,2017-01-18 20:16:54+00:00
821765923262631936,8800,1777,2017-01-18 17:07:18+00:00
821522889702862852,8399,1900,2017-01-18 01:01:34+00:00
821421320206483457,0,5985,2017-01-17 18:17:58+00:00
821407182352777218,12324,4647,2017-01-17 17:21:47+00:00
821153421864615936,264,10,2017-01-17 00:33:26+00:00
821149554670182400,9108,2158,2017-01-17 00:18:04+00:00
821107785811234820,10038,2276,2017-01-16 21:32:06+00:00
821044531881721856,13249,2454,2017-01-16 17:20:45+00:00
820837357901512704,0,7180,2017-01-16 03:37:31+00:00
820749716845686786,32999,10598,2017-01-15 21:49:15+00:00
820690176645140481,12778,3452,2017-01-15 17:52:40+00:00
820494788566847489,0,605,2017-01-15 04:56:16+00:00
820446719150292993,0,2766,2017-01-15 01:45:15+00:00
820314633777061888,3494,605,2017-01-14 17:00:24+00:00
820078625395449857,20759,6730,2017-01-14 01:22:35+00:00
820013781606658049,0,1269,2017-01-13 21:04:55+00:00
819952236453363712,5575,1269,2017-01-13 17:00:21+00:00
819924195358416896,13496,5188,2017-01-13 15:08:56+00:00
819711362133872643,14087,3358,2017-01-13 01:03:12+00:00
819588359383371776,10043,2112,2017-01-12 16:54:26+00:00
819347104292290561,7563,1291,2017-01-12 00:55:47+00:00
819238181065359361,2392,432,2017-01-11 17:42:57+00:00
819227688460238848,24199,7180,2017-01-11 17:01:16+00:00
819015337530290176,0,39469,2017-01-11 02:57:27+00:00
819015331746349057,0,20342,2017-01-11 02:57:26+00:00
819006400881917954,47409,20342,2017-01-11 02:21:57+00:00
819004803107983360,90966,39469,2017-01-11 02:15:36+00:00
818646164899774465,0,22405,2017-01-10 02:30:30+00:00
818627210458333184,23284,8014,2017-01-10 01:15:10+00:00
818614493328580609,10332,2766,2017-01-10 00:24:38+00:00
818588835076603904,0,6595,2017-01-09 22:42:41+00:00
818536468981415936,11433,2658,2017-01-09 19:14:36+00:00
818307523543449600,0,8726,2017-01-09 04:04:51+00:00
818259473185828864,11558,2450,2017-01-09 00:53:55+00:00
818145370475810820,12868,2777,2017-01-08 17:20:31+00:00
817908911860748288,5086,846,2017-01-08 01:40:55+00:00
817827839487737858,54328,29191,2017-01-07 20:18:46+00:00
817777686764523521,11232,2875,2017-01-07 16:59:28+00:00
817536400337801217,12372,3266,2017-01-07 01:00:41+00:00
817502432452313088,0,3645,2017-01-06 22:45:43+00:00
817423860136083457,35764,16011,2017-01-06 17:33:29+00:00
817415592588222464,5876,1033,2017-01-06 17:00:38+00:00
817181837579653120,0,9121,2017-01-06 01:31:47+00:00
817171292965273600,9161,2165,2017-01-06 00:49:53+00:00
817120970343411712,12794,2811,2017-01-05 21:29:55+00:00
817056546584727552,9008,1767,2017-01-05 17:13:55+00:00
816829038950027264,0,5047,2017-01-05 02:09:53+00:00
816816676327063552,10521,2179,2017-01-05 01:20:46+00:00
816697700272001025,10285,2361,2017-01-04 17:27:59+00:00
816450570814898180,32077,8726,2017-01-04 01:05:59+00:00
816336735214911488,9028,2097,2017-01-03 17:33:39+00:00
816091915477250048,9389,2318,2017-01-03 01:20:49+00:00
816062466425819140,0,1120,2017-01-02 23:23:48+00:00
816014286006976512,0,5696,2017-01-02 20:12:21+00:00
815990720817401858,5231,1120,2017-01-02 18:38:42+00:00
815966073409433600,23540,9121,2017-01-02 17:00:46+00:00
815745968457060357,0,4444,2017-01-02 02:26:09+00:00
815736392542261248,10340,2439,2017-01-02 01:48:06+00:00
815639385530101762,8635,1765,2017-01-01 19:22:38+00:00
